ID,SCH_ID,조사동의여부,개인정보동의여부,성별,Q1,Q2,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6M1,Q6M2,Q6_OTHERS,Q6_1M1,Q6_1M2,Q6_1_OTHERS,Q7A1,Q7A2,Q7A3,Q7A4,Q7A5,Q7A6,Q7A7,Q8A1,Q8A2,Q8A3,Q9,Q10A1,Q10A2,Q10A3,Q10A4,Q10A5,Q10A6,Q10A7,Q10A8,Q10A9,Q10A10,Q10A11,Q10A12,Q10A13,Q10A14,Q10A15,Q10A16,Q10A17,Q10A18,Q10A19,Q10A20,Q11M1,Q11M2,Q11_OTHERS,Q12M1,Q12M2,Q12M3,Q12M4,Q12M5,Q12M6,Q12M7,Q12M8,Q12M9,Q12M10,Q12M11,Q12M12,Q12M13,Q12_1,Q12_1_OTHERS,DM1,DM2,DM3,DM4,DM9,wgt_a,wgt_b
251609.0,2516.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,,,3.0,3.0,2.0,3.0,1.0,2.0,,2.0,1.0,,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,5.0,1.0,,2.0,8.0,9.0,10.0,,,,,,,,,,,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251610.0,2516.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,,1.0,5.0,,3.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,8.0,7.0,,1.0,10.0,,,,,,,,,,,,3.0,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251611.0,2516.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,6.0,,2.0,1.0,,5.0,4.0,4.0,3.0,5.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,8.0,,2.0,10.0,,,,,,,,,,,,2.0,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251612.0,2516.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,1.0,2.0,,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,6.0,,2.0,4.0,5.0,9.0,10.0,,,,,,,,,,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251613.0,2516.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,,2.0,1.0,,5.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,,2.0,9.0,10.0,,,,,,,,,,,1.0,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251614.0,2516.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,5.0,,2.0,1.0,,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,,13.0,,,,,,,,,,,,,,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251615.0,2516.0,1.0,1.0,2.0,,,,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,,1.0,2.0,,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,7.0,8.0,,2.0,10.0,,,,,,,,,,,,,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251616.0,2516.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,,2.0,1.0,,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,,2.0,3.0,5.0,9.0,10.0,,,,,,,,,1.0,,2.0,2.0,5.0,2.0,3.0,974.6519569214605,0.8355234822538095
251617.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,6.0,,1.0,2.0,,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,8.0,6.0,,13.0,,,,,,,,,,,,,,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251618.0,2516.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,2.0,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,,1.0,2.0,10.0,,,,,,,,,,,,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251619.0,2516.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,,3.0,2.0,,2.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,8.0,,1.0,2.0,5.0,9.0,10.0,,,,,,,,,3.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251620.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,,2.0,1.0,,1.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,8.0,7.0,,13.0,,,,,,,,,,,,,,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251621.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,1.0,6.0,,2.0,1.0,,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,,3.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,,5.0,10.0,,,,,,,,,,,,,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251622.0,2516.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,6.0,,2.0,,,,,,,,,,,,,3.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251623.0,2516.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,5.0,1.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,,2.0,3.0,7.0,12.0,,,,,,,,,,3.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251624.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,,1.0,5.0,,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,,13.0,,,,,,,,,,,,,,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251625.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,6.0,,2.0,1.0,,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,13.0,,,,,,,,,,,,,,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251626.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,,2.0,1.0,,4.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,,2.0,5.0,9.0,10.0,,,,,,,,,,5.0,"잘 참여하지 못할 것 같아서(능력 부족, 행사 규모에 대한 부담감 등)",1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251627.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,,2.0,1.0,,2.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,8.0,,2.0,4.0,9.0,10.0,,,,,,,,,,3.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251628.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,,2.0,1.0,,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,7.0,8.0,,9.0,10.0,12.0,,,,,,,,,,,4.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251629.0,2516.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,4.0,,1.0,2.0,,2.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,8.0,,9.0,10.0,,,,,,,,,,,,3.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251630.0,2516.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,2.0,1.0,,4.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,8.0,4.0,,10.0,,,,,,,,,,,,,2.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251631.0,2516.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,,2.0,1.0,,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,8.0,,1.0,2.0,3.0,9.0,10.0,,,,,,,,,3.0,,1.0,2.0,5.0,2.0,3.0,887.5982754248033,0.7608964376041036
251701.0,2517.0,1.0,1.0,2.0,,,,4.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,,1.0,5.0,,4.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,4.0,,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,,3.0,5.0,9.0,10.0,,,,,,,,,,5.0,시간이 없어서,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251702.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,,1.0,2.0,,4.0,5.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,6.0,4.0,,5.0,9.0,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251703.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,5.0,,1.0,2.0,,3.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,6.0,3.0,,3.0,5.0,7.0,9.0,10.0,,,,,,,,,4.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251704.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,,1.0,2.0,,3.0,1.0,4.0,2.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,8.0,4.0,,2.0,5.0,9.0,10.0,12.0,,,,,,,,,2.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251705.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,,1.0,2.0,,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,,2.0,4.0,5.0,6.0,9.0,10.0,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251706.0,2517.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,,2.0,5.0,,5.0,1.0,3.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0,,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,9.0,8.0,전쟁중단,2.0,4.0,5.0,8.0,9.0,10.0,,,,,,,,,,1.0,2.0,3.0,2.0,3.0,911.6752729402758,0.7815365201109764
251707.0,2517.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,,1.0,2.0,,5.0,3.0,4.0,3.0,4.0,1.0,2.0,5.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,6.0,3.0,,2.0,5.0,9.0,12.0,,,,,,,,,,3.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251708.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,8.0,6.0,"학교 창의적 체험활동(자율, 동아리, 봉사, 진로)",1.0,4.0,,2.0,3.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,4.0,5.0,8.0,4.0,,2.0,3.0,5.0,10.0,11.0,,,,,,,,,3.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251709.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,,1.0,4.0,,4.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,7.0,,2.0,9.0,10.0,,,,,,,,,,,3.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251710.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,2.0,,1.0,2.0,,4.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,1.0,5.0,3.0,,2.0,5.0,9.0,10.0,,,,,,,,,,2.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251711.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,,1.0,4.0,,3.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,8.0,,2.0,3.0,5.0,9.0,10.0,,,,,,,,,1.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251712.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,,1.0,2.0,,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,8.0,5.0,,9.0,10.0,,,,,,,,,,,,2.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251713.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,,1.0,2.0,,5.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,3.0,5.0,,2.0,4.0,5.0,8.0,9.0,10.0,,,,,,,,2.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251714.0,2517.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,,1.0,2.0,,4.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,3.0,,2.0,5.0,9.0,10.0,,,,,,,,,,2.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251715.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,,1.0,,,3.0,1.0,4.0,2.0,4.0,1.0,3.0,5.0,3.0,3.0,,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,7.0,2.0,,3.0,5.0,8.0,9.0,10.0,,,,,,,,,,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251716.0,2517.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,6.0,,1.0,2.0,,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,8.0,2.0,,2.0,3.0,4.0,5.0,9.0,10.0,,,,,,,,2.0,,2.0,2.0,3.0,2.0,3.0,999.22014551524,0.8565846398709148
251717.0,2517.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,4.0,,2.0,1.0,,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,3.0,5.0,8.0,,,,,,,,,,,1.0,,1.0,2.0,3.0,2.0,3.0,911.6752729402758,0.7815365201109764
251718.0,2517.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,,2.0,1.0,,4.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,8.0,2.0,,5.0,8.0,9.0,10.0,,,,,,,,,,5.0,"잘 참여하지 못할 것 같아서(능력 부족, 행사 규모에 대한 부담감 등)",1.0,2.0,3.0,2.0,3.0,911.6752729402758,0.7815365201109764
251719.0,2517.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,6.0,1.0,,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,,2.0,9.0,10.0,,,,,,,,,,,,,1.0,2.0,3.0,2.0,3.0,911.6752729402758,0.7815365201109764
251720.0,2517.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0,5.0,,1.0,2.0,,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,7.0,8.0,,2.0,5.0,10.0,12.0,,,,,,,,,,3.0,,1.0,2.0,3.0,2.0,3.0,911.6752729402758,0.7815365201109764
251721.0,2517.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,,1.0,2.0,,3.0,3.0,4.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,7.0,,13.0,,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,3.0,911.6752729402758,0.7815365201109764
251722.0,2517.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,6.0,,1.0,2.0,,3.0,4.0,3.0,3.0,5.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,,,,,,,,,,,,,,,4.0,,1.0,2.0,3.0,2.0,3.0,911.6752729402758,0.7815365201109764
